maturity,yield,estimated
3,,25.773128886448333
6,,21.752201524794465
9,,19.72546216725835
12,18.75,18.593705822456172
24,,16.854921138659158
34,15.7,16.346721400267143
36,,16.279013557060328
48,,15.991279599668783
60,,15.818643434417163
74,16.1,15.687999925619344
84,15.71,15.621345074898514
120,,15.473371306317967
240,,15.300735242974289
