maturity,yield,estimated
3,,34.57834921852377
6,,24.32410765233777
9,,20.63316552374185
12,18.75,18.743081886876368
24,,16.171076257172597
34,15.7,15.750255942403674
36,,15.722531708697689
48,,15.703013169165605
60,,15.771394492185058
74,16.1,15.857249285810203
84,15.71,15.908973002987471
120,,16.033193371107593
240,,16.182073829554767
