maturity,yield,estimated
3,,16.391728779369267
6,,16.22841133119456
9,,16.10062634592128
12,,15.997906089598096
24,,15.748102391979591
36,,15.630326582018007
42,15.5,15.594076198071427
43,15.7,15.588956984818553
48,,15.566427388134732
60,15.5,15.527331642707276
68,15.5,15.508855823799175
77,15.5,15.492643663207659
80,15.5,15.488048900110059
84,,15.48243264476477
120,,15.448731466340718
240,,15.40941242262238
