maturity,yield,estimated
3,,16.219801714478898
6,,16.1559431045048
9,,16.072871333385784
12,,15.990090204714454
24,,15.750968459820943
36,,15.631008102631343
42,15.5,15.594344876062987
43,15.7,15.589185919357845
48,,15.566534429748664
60,15.5,15.527396752144602
68,15.5,15.508949178258998
77,15.5,15.492773689069427
80,15.5,15.488190396818963
84,,15.482588535561044
120,,15.448976996634535
240,,15.409763467139054
