maturity,yield,estimated
3,,23.631965930777856
6,,22.213202800226966
9,,21.1082223718341
12,,20.25196310474981
24,,18.422560131926073
26,18.276,18.275790388516587
31,18.024,18.024060203201913
36,,17.89086289148117
48,,17.833877347897502
60,,17.93140099458977
84,,18.190755818537284
118,18.457,18.456909531305513
120,,18.468684512324767
240,,18.8242159519635
