maturity,yield,estimated
3,,7.509240323700519
6,,7.994540236496351
9,,9.135225459009906
12,,10.368899754510965
24,,13.924997899499065
36,,15.64747495906391
43,16.2,16.241393044308392
48,,16.562438946649998
58,17.2,17.040180598538818
60,,17.11671307223944
66,17.2,17.318534575909975
84,,17.751118689894472
120,,18.226990208051756
240,,18.78217457255121
