maturity,yield,estimated
3,,17.819787266917828
6,,17.500626699807942
9,,17.252384901381802
12,,17.062201231339017
24,,16.69436934971201
36,,16.667753870379716
43,16.2,16.720705708590987
48,,16.772770770469357
58,17.2,16.891675125447286
60,,16.91618151392487
66,17.2,16.988960774356862
84,,17.187474547578617
120,,17.469589973112818
240,,17.84447316726759
