maturity,yield,estimated
3,,41.470018756449775
6,,32.72835771030592
9,,26.53309008648008
12,,22.269169982438754
17,17.84,18.181648346160344
24,,16.244584550907973
36,,16.778043248082014
48,,17.51388947282902
51,17.503,17.495688851502365
53,17.502,17.430851577182466
55,17.503,17.324093698728348
56,16.83,17.255256791059367
60,,16.88084614504524
61,17.5,16.763556742754446
64,17.501,16.35887111756682
72,14.33,14.942814399575028
84,,12.168247022062204
120,,2.662114258670158
240,,-15.967401242837482
