maturity,yield,estimated
3,11.95,11.881622692601585
6,12.054,12.047493073561279
9,,12.20687991366587
12,,12.359889140679948
24,,12.91164919571242
29,12.805,13.115302879359874
31,13.255,13.192808510554041
36,,13.377256677704224
48,,13.770635616199396
49,13.647,13.800559562801052
52,14.25,13.887909723749253
60,,14.104167330982348
70,14.5,14.343925589664419
76,14.35,14.47341191679196
84,,14.631264798045278
119,15.1,15.165421842818855
120,,15.177679712535838
240,,16.021061809604014
