maturity,yield,estimated
3,,15.619999999999997
6,,15.619999999999997
9,,15.619999999999997
12,,15.619999999999997
24,,15.619999999999997
36,,15.619999999999997
48,,15.619999999999997
60,,15.619999999999997
83,15.62,15.619999999999997
84,,15.619999999999997
120,,15.619999999999997
240,,15.619999999999997
