maturity,yield,estimated
3,,14.664544124790481
6,,14.66453910935427
9,,14.664537437542197
12,,14.66453660163616
24,,14.664535347777107
36,,14.66453492982409
48,,14.66453472084758
60,,14.664534595461674
65,14.517,14.664534556881396
73,14.505,14.664534506145689
74,13.8,14.664534500575042
84,,14.664534452163496
110,15.15,14.664534367487303
113,15.35,14.664534360224401
120,,14.664534344689864
240,,14.664534219303958
