maturity,yield,estimated
3,,2.167672626506267
6,,3.272115053427536
9,,4.838783188795002
12,,6.303891933101896
24,,10.208186897095477
36,,12.170713501455916
48,,13.258893515463726
60,,13.928055764749457
65,14.517,14.134923135791736
73,14.505,14.40724945272244
74,13.8,14.437161586480375
84,,14.69715955179354
110,15.15,15.151994119646869
113,15.35,15.191007352441583
120,,15.274452380585707
240,,15.947973390971208
