maturity,yield,estimated
3,,14.03983816502533
6,,14.01867805352872
9,,14.119434304953618
12,,14.261584664261903
24,,14.762660915823774
35,15.02,15.019994539129982
36,,15.036743479199941
48,,15.186223002764738
60,,15.277182883826914
64,15.3,15.299964890055023
84,,15.381360979784494
120,,15.459509719398374
240,,15.550683438499624
