maturity,yield,estimated
3,,13.462770154397951
6,,13.78260401176563
9,,14.040077539317627
12,,14.248849338516372
24,,14.77363065503436
35,15.02,15.020000210724714
36,,15.036300860241372
48,,15.184354372413317
60,,15.276678796083516
64,15.3,15.29999982336041
84,,15.38359706884184
120,,15.463329188580742
240,,15.551019137464797
