maturity,yield,estimated
3,,-60.7683414001913
6,,-22.584233214110572
9,,-8.807446852965272
12,,-1.8931682023693135
15,0.0,2.2559374062761615
24,,8.479619876507488
26,12.45,9.277527923001049
32,12.58,11.072821027614902
35,12.502,11.739644180757233
36,,11.937221411317925
48,,13.666022178723964
60,,14.703302639167587
76,13.856,15.576801974278013
82,14.35,15.816481669887576
84,,15.888766022531733
120,,16.777863560054843
240,,17.815144020498465
