maturity,yield,estimated
3,,90.23936251418246
6,,77.98874582027027
9,,68.25090341619476
12,,60.44600416870755
24,,41.250864601722945
36,,31.912468631995214
48,,26.73667591459991
60,,23.538089421066623
84,,19.848491572240356
105,18.0,18.000000152198854
119,17.13,17.129999852946654
120,,17.07562420342775
240,,13.840253640492273
