maturity,yield,estimated
3,,12.359940499721661
6,,12.669179621465803
9,,12.869307908119092
12,,13.01030321619293
24,,13.388798082415708
35,13.7,13.702423667685872
36,,13.731168034538625
38,13.8,13.788667200198741
48,,14.073499669324454
55,14.25,14.266809943792028
60,,14.400447859823261
84,,14.980518133914073
108,15.5,15.45837408649994
117,15.58,15.613729889187953
120,,15.662885182717025
240,,16.888420754224825
