maturity,yield,estimated
3,,11.857149277105352
6,,12.808942191275483
9,,13.263781208101937
12,,13.432319281072221
24,,13.534941897883046
35,13.7,13.711530133679995
36,,13.734412617043962
38,13.8,13.782636909090618
48,,14.05624035734953
55,14.25,14.260724141455459
60,,14.405444512591433
84,,15.019951148707383
108,15.5,15.471336641713163
117,15.58,15.60429649975859
120,,15.64494425143135
240,,16.47566855753552
