maturity,yield,estimated
3,,14.307755853368112
6,,14.299298028585918
9,,14.293516495799254
12,,14.289460870851524
24,,14.281472997422926
36,,14.27841605910744
48,,14.276866801970472
60,,14.275936177397767
78,14.25,14.2750770725488
83,14.3,14.274904561237511
84,,14.274872523426117
120,,14.274074782076736
240,,14.273144083888262
