maturity,yield,estimated
3,,13.96616104924048
6,,13.941679607202413
9,,13.923457002731798
12,,13.919633231133716
24,,13.958058807804493
36,,14.019439057409782
48,,14.086374571607424
60,,14.15535305553912
78,14.25,14.260289371535107
83,14.3,14.289569593375738
84,,14.295428782727729
120,,14.506342219730966
240,,15.197180140596476
