maturity,yield,estimated
3,,5.185401851061878
6,,5.5054076087954265
9,,6.424106378909139
12,,7.435222988472988
24,,10.53737001731519
36,,12.264004684583844
48,,13.26563995590491
53,13.442,13.560254395126542
59,14.044,13.85072347951955
60,,13.893662605133194
79,14.59,14.505679467500913
84,,14.621016303426185
97,14.5,14.865330105475303
107,14.75,15.012890203147329
114,15.57,15.10078172532141
120,,15.167956510586441
240,,15.806120548703639
