maturity,yield,estimated
3,,12.395422806939738
6,,12.471943003283103
9,,12.548461246464543
12,,12.624979824015776
24,,12.931054848624644
36,,13.237127447025808
48,,13.543198286556512
53,13.442,13.670727171645385
59,14.044,13.823761486754298
60,,13.849267043109066
79,14.59,14.333872064317287
84,,14.461398753953123
97,14.5,14.79296698230211
107,14.75,15.048017853059733
114,15.57,15.226552703889718
120,,15.379582017678157
240,,18.44006730937823
