maturity,yield,estimated
3,,30.32571505256454
4,11.4,11.366181743667608
6,,-0.6660932988609028
9,0.0,0.2449183492915219
12,,3.8592686649331385
24,,10.721826533049036
27,12.17,11.402333379257676
30,12.2,11.912862521753912
36,,12.605455073764848
48,,13.30539550080903
53,12.9,13.462482619040662
59,13.005,13.597817040334338
60,,13.616355838650575
65,13.0,13.696766664731847
81,14.0,13.877976831368107
84,,13.906359868444703
116,15.1,14.221071586038807
120,,14.265833464280531
240,,15.952374848281728
