maturity,yield,estimated
3,,137.91355860787917
6,,23.630643234843745
7,16.55,16.558367456360855
9,,12.05407558678506
11,11.65,11.73345132646611
12,,11.977732208323076
24,,14.745822571247913
35,16.554,15.72280544456936
36,,15.782023450912195
43,14.277,16.119428538403874
44,16.635,16.1588655008933
46,16.6,16.232595474430436
48,,16.30018128359291
59,16.75,16.58999839759608
60,,16.611076005888123
84,,16.96638425995394
120,,17.232865450503315
240,,17.543760172810913
