maturity,yield,estimated
3,,44.274291249016734
6,,19.347097323717396
7,16.55,16.458515751537625
9,,13.261684531118934
11,11.65,11.86287258845214
12,,11.531670878341668
24,,13.133603756456349
35,16.554,15.360923801149807
36,,15.506505104119888
43,14.277,16.24305674322432
44,16.635,16.309785169733004
46,16.6,16.41644157949608
48,,16.488944317375445
59,16.75,16.364404283332902
60,,16.315832021831785
84,,13.999682900205716
120,,9.02131747367337
240,,-2.616150140886223
