maturity,yield,estimated
3,,-3.9447475028327084
6,,10.397888801805875
9,,14.234258919561618
12,,15.574320098785297
16,16.05,16.049999983206334
18,16.05,16.04999995556081
24,,15.718031693446381
36,,14.924385397494918
48,,14.593299434754876
60,,14.716249566277192
79,15.5,15.499999961510618
84,,15.776218047518752
104,17.0,16.999999953608846
120,,18.00556432113595
240,,23.25556111025343
