maturity,yield,estimated
3,,16.78480520767845
6,,16.276451814133566
9,,15.841053337446773
12,,15.473650428857464
24,,14.59469732108056
28,14.47,14.481746864033447
36,,14.47643003229372
46,14.9,14.812132833240788
48,,14.917307907474797
53,15.05,15.22745759140059
58,15.687,15.597659674280969
60,,15.760635916102855
84,,18.197865121093407
120,,22.6363293376344
240,,35.45728972254068
