maturity,yield,estimated
3,,9.351220547691918
6,,10.270668292534637
9,,11.273342214635408
12,,12.057116842746545
24,,13.611147575585813
31,13.955,13.99830631406834
36,,14.183600789046704
48,,14.471079047699316
57,14.9,14.607274661736872
59,14.44,14.631897734492307
60,,14.643593698125079
84,,14.840754329282875
111,14.9,14.960649318820659
120,,14.988624816381144
240,,15.161140384670809
