maturity,yield,estimated
3,,277.1954853278198
6,,190.68145050017228
9,,131.78873977040553
12,,91.8233235622231
24,,26.53810134419815
27,21.0,21.324970052011604
32,16.86,16.515338515987516
36,,14.732905033219826
46,14.94,13.790586193159173
48,,13.875739428563788
50,13.785,14.000516455797912
54,14.11,14.32293693166629
60,13.1,14.881274305388906
72,16.005,15.95240134712254
79,16.52,16.4829253024201
84,,16.817333486635125
89,18.05,17.118201102419427
120,,18.44380967375802
240,,20.356678762122613
