maturity,yield,estimated
2,17.736,17.73767767061931
3,,17.688758553845986
6,,17.55642350201788
9,,17.44366285735466
12,,17.34808402317066
24,,17.098763220349245
36,,16.993073310103696
47,17.0,16.968833934818914
48,,16.96890194410115
51,16.95,16.970835311574465
60,,16.9889533518907
79,16.95,17.06066553561751
84,,17.08273912470068
86,17.12,17.0916843303278
89,17.2,17.1051544322341
111,17.18,17.201160869541894
120,,17.237246585430466
240,,17.521818006446026
