maturity,yield,estimated
2,17.736,17.73604336288363
3,,17.406791521024523
6,,16.806733950921064
9,,16.558535787980333
12,,16.48568151767328
24,,16.6596913008693
36,,16.84693562690368
47,17.0,16.95066653873545
48,,16.957907846732557
51,16.95,16.977989003429304
60,,17.02642238073446
79,16.95,17.092638713063202
84,,17.105091576749615
86,17.12,17.10966737586011
89,17.2,17.11614552648312
111,17.18,17.152952764854017
120,,17.16412045226246
240,,17.232987866708783
