maturity,yield,estimated
3,,-1.9523874311024136
5,0.1,0.09999950581020889
6,,0.9909292874625866
9,,3.274047840102498
12,,5.109678125421038
24,,9.659332618388564
36,,11.81106750494417
48,,12.932421455833763
49,13.0,13.00000635441171
60,,13.583363961288267
83,14.27,14.269999559919407
84,,14.290772360181574
120,,14.801605167772475
240,,15.392051040292833
