maturity,yield,estimated
3,,-2.007400293004867
5,0.1,0.1000784510288657
6,,1.4366904620182002
9,,4.718112305320171
12,,6.8257366047509835
24,,10.485090033698842
36,,12.00428174259164
48,,12.936928897161776
49,13.0,12.999837216157461
60,,13.582842128537656
83,14.27,14.270084246162726
84,,14.284501267953097
120,,13.78407667136036
240,,-22.44600328223098
