maturity,yield,estimated
3,,20.848367704606677
5,20.762,20.76882177727409
6,,20.72904366802146
9,,20.609720018499292
12,,20.49039414756818
17,20.3,20.29151858623412
24,,20.013093473179104
36,,19.535795844649353
48,,19.058502067803378
60,,18.58121101444733
62,18.5,18.50166279696272
84,,17.626638663715838
120,,16.1948028592
240,,11.422216857269536
