maturity,yield,estimated
3,,17.906549972909545
6,,17.256223232754632
9,,16.69689333642795
12,,16.21803998623907
24,,14.934457101093644
36,,14.348652748717729
44,14.4,14.198780512095126
48,14.4,14.173158810856265
56,13.818,14.193111236422583
59,13.944,14.219500321890154
60,,14.23013267864367
63,13.897,14.266858869380766
71,14.6,14.392920680897435
77,14.635,14.506176307832245
84,,14.65020955003482
117,15.514,15.353744485755684
120,,15.413551279528985
240,,16.914182935593274
