maturity,yield,estimated
3,,16.73108124801999
6,,16.404431369736677
9,,16.10599110667412
12,,15.834293211749081
24,,14.9879193144128
36,,14.468657307196787
44,14.4,14.271281163743103
48,14.4,14.210842650168956
56,13.818,14.157131442074428
59,13.944,14.157890434354618
60,,14.160478406736146
63,13.897,14.174921128751613
71,14.6,14.258560688016138
77,14.635,14.359531808605384
84,,14.512913180801972
117,15.514,15.603671487405224
120,,15.723724875631868
240,,21.02037120316796
