maturity,yield,estimated
3,,18.587000000000003
6,,18.587000000000003
9,,18.587000000000003
12,,18.587000000000003
24,,18.587000000000003
36,,18.587000000000003
48,,18.587000000000003
60,,18.587000000000003
81,18.587,18.587000000000003
84,,18.587000000000003
120,,18.587000000000003
240,,18.587000000000003
